ADM1,Constituency
Perm',Moscow - Sheremetyevo
Perm',Perm
Perm',Perm - Central
Perm',Perm - South
Perm',Perm Region
Perm',Perm Region - North
Primor'ye,Primorsky Krai - South
Primor'ye,Primorye
Pskov,Moscow - Serpukhov
Pskov,Pskov region
Rostov,Rostov - Rostov
Rostov,Rostov - Taganrog
Rostov,Rostov region
Rostov,Rostov region - Kamenskaya
Rostov,Rostov region - Novocherkassk
Rostov,Rostov region - Volgodonsk
Ryazan',Ryazan region
Sakha (Yakutia),The Republic of Sakha (Yakutia)
Sakhalin,Sakhalin Region
Samara,Samara - Samara
Samara,Samara - Togliatti
Samara,Samara - Volga
Samara,Samara Region
Saratov,Saratov region
Saratov,Saratov region - Balakovo
Saratov,Saratov region - Balashov
Saratov,Saratov region - Saratov
Smolensk,Smolensk region
Stavropol',Stavropol - Stavropol
Stavropol',Stavropol Territory
Stavropol',Stavropol Territory - Pyatigorsk
Sverdlovsk,Sverdlovsk Region - Central
Sverdlovsk,Sverdlovsk Region - Kamensk-Ural
Sverdlovsk,Sverdlovsk Region - Nizhny Tagil
Sverdlovsk,Sverdlovsk Region - Pervouralsk
Sverdlovsk,Sverdlovsk Region - Serov
Sverdlovsk,Sverdlovsk region
Tambov,Tambov region
Tatarstan,The Republic of Tatarstan (Tatarstan)
Tatarstan,The Republic of Tatarstan (Tatarstan) - Central
Tatarstan,The Republic of Tatarstan (Tatarstan) - Moscow
Tatarstan,The Republic of Tatarstan (Tatarstan) - Naberezhnye Chelny
Tatarstan,The Republic of Tatarstan (Tatarstan) - Oil
Tomsk,Moscow - East
Tomsk,Tomsk Region
Tula,Tula region
Tula,Tula region - Novomoskovsk
Tula,Tula region - Tula
Tuva,Republic of Tyva
Tver',Moscow - The Don
Tver',Saint Petersburg - Central
Tver',Saint Petersburg - East
Tver',Territory outside Russia
Tver',Trans-Baikal Territory
Tver',Tver region
Tyumen',Tyumen Region
Udmurt,Udmurt Republic
Ul'yanovsk,Ulyanovsk region
Vladimir,Vladimir region
Volgograd,Volgograd region
Volgograd,Volgograd region - Mikhailovskaya
Volgograd,Volgograd region - Volga
Volgograd,Volgograd region - Volgograd
Vologda,Vologda Region
Voronezh,Voronezh Region - Pavlovsk
Voronezh,Voronezh Region - Voronezh
Voronezh,Voronezh region
Yaroslavl',Yaroslavl region
