ADM1,Constituency
Hamburg,hamburg-eimsbüttel
Hamburg,hamburg
Hamburg,hamburg-mitte
Hamburg,hamburg-nord
Hamburg,hamburg-nord i
Hamburg,hamburg-nord ii
Hamburg,hamburg-wandsbek
Hamburg,wandsbek
Niedersachsen,alfeld-holzminden
Niedersachsen,hameln
Niedersachsen,hameln-holzminden
Niedersachsen,hameln-pyrmont - holzminden
Niedersachsen,hameln-pyrmont-holzmindel
Niedersachsen,hameln-springe
Niedersachsen,holzmindel
Nordrhein-Westfalen,hamm - unna ii
Nordrhein-Westfalen,hamm-unna ii
Hessen,hanau
Hessen,hanau-gelnhausen
Hessen,haynau-goldberg-liegnitz
Niedersachsen,hannover land
Niedersachsen,hannover-land i
Niedersachsen,hannover ii
Niedersachsen,hannover land ii
Niedersachsen,hannover-land ii
Niedersachsen,hamburg-harburg
Niedersachsen,harburg
Niedersachsen,harburg-soltau
Niedersachsen,soltau-harburg
Sachsen-Anhalt,harz
Sachsen-Anhalt,harz und vorharzgebiet
Baden-Württemberg,heidelberg
Baden-Württemberg,heidelberg-eberbach-mosbach
Baden-Württemberg,heidelberg-land-sinsheim
Baden-Württemberg,heidelberg-stadt
Baden-Württemberg,besigheim-heilbronn
Baden-Württemberg,heilbronn
Nordrhein-Westfalen,geilenkirchen-heinsberg
Nordrhein-Westfalen,geilenkirchen-heinsberg-erkelenz
Nordrhein-Westfalen,heinsberg
Niedersachsen,helmstedt - wolfsburg
Niedersachsen,helmstedt-solfenbüttel
Niedersachsen,helmstedt-wolfsburg
Nordrhein-Westfalen,herford
Nordrhein-Westfalen,herford - minden-lübbecke ii
Nordrhein-Westfalen,herne
Nordrhein-Westfalen,herne - bochum ii
Schleswig-Holstein,herzogtum lauenburg
Schleswig-Holstein,herzogtum lauenburg - stormarn-süd
Schleswig-Holstein,herzogtum lauenburg-stormarn-süd
Schleswig-Holstein,lauenburg
Schleswig-Holstein,stolp-lauenburg
Schleswig-Holstein,storman-herzogtum lauenburg
Niedersachsen,"hannover, hildesheim, lünenburg,"
Niedersachsen,hildesheim
Niedersachsen,hildesheim stadt und land
Nordrhein-Westfalen,hochsauerlandkreis
Hessen,hochtaunus
Bayern,hof
Saarland,fritzlar-homburg-ziegenh.
Saarland,homburg
Saarland,homburg-st. ingbert
Nordrhein-Westfalen,höxter
Nordrhein-Westfalen,höxter - lippe ii
Nordrhein-Westfalen,höxter-lippe ii
Bayern,inglostadt
Bayern,ingolstadt
Rheinland-Pfalz,kaiserslautern
Baden-Württemberg,bruchsal-karlsruhe-land ii
Baden-Württemberg,karlsruhe land
Baden-Württemberg,karlsruhe-bruchsal
Baden-Württemberg,karlsruhe-land
Baden-Württemberg,pforzheim-karlsruhe-land i
Baden-Württemberg,karlsruhe
Baden-Württemberg,karlsruhe stadt
Baden-Württemberg,karlsruhe-stadt
Hessen,kassel
Hessen,kassel stadt und land
Hessen,stadt und kreis kassel-melsungen
Schleswig-Holstein,kiel
Schleswig-Holstein,kiel-rendsburg
Nordrhein-Westfalen,cleve-geldern
Nordrhein-Westfalen,geldern-kleve
Nordrhein-Westfalen,kleve
Rheinland-Pfalz,koblenz
Rheinland-Pfalz,koblenz-st. goar
Rheinland-Pfalz,koblenz-trier
Baden-Württemberg,konstanz
Nordrhein-Westfalen,krefeld
Nordrhein-Westfalen,krefeld i - neuss ii
Nordrhein-Westfalen,kempen-krefeld
Nordrhein-Westfalen,krefeld ii - wesel ii
Nordrhein-Westfalen,kreis aachen
Nordrhein-Westfalen,rhein-wupper-kreis
Nordrhein-Westfalen,siegkreis-kreis waldbroel
Rheinland-Pfalz,creuznach-simmern
Rheinland-Pfalz,kreuznach
Rheinland-Pfalz,kreuznacht
Bayern,kulmbach
Thüringen,kyffhäuserkreis - sömmerda - weimarer land i
Thüringen,sömmerda
Thüringen,weimar
Nordrhein-Westfalen,kreis köln
Nordrhein-Westfalen,köln i
Nordrhein-Westfalen,köln iv
Nordrhein-Westfalen,köln-achen
Nordrhein-Westfalen,köln ii
Nordrhein-Westfalen,köln iii
Hessen,lahn-dill
Bayern,landshut
Bayern,landshut-jauer-bolkenhayn
Sachsen,amtsbezirk leipzig
Sachsen,leipzig
Sachsen,leipzig i
Sachsen,stadt leipzig
Sachsen,leipzig ii
Sachsen,leipzig-land
Nordrhein-Westfalen,leverkusen
Nordrhein-Westfalen,leverkusen - köln iv
Nordrhein-Westfalen,leverkusen-rheinisch-bergischer k
Nordrhein-Westfalen,detmold-lippe
Nordrhein-Westfalen,fürstentum lippe-detmold
Nordrhein-Westfalen,fürstentum schamburg-lippe
Nordrhein-Westfalen,hökter-lippe ii
Nordrhein-Westfalen,lippe i
Nordrhein-Westfalen,lippestadt-brilon
Nordrhein-Westfalen,lippstadt-brilon
Baden-Württemberg,cannstadt-ludwigsburg
Baden-Württemberg,ludwigsburg
Rheinland-Pfalz,frankenthal
Rheinland-Pfalz,ludwigshafen
Rheinland-Pfalz,ludwigshafen/frankenthal
Baden-Württemberg,lörrach
Baden-Württemberg,lörrach - müllheim
Baden-Württemberg,lörrach-müllheim
Baden-Württemberg,lörrach-müllheim-breisach
Schleswig-Holstein,lübeck
Schleswig-Holstein,oldenburg-lübeck-birkenfeld
Niedersachsen,lüchow-dannenberg - lüneburg
Niedersachsen,lüneburg
Niedersachsen,lüneburg-dannenberg
Niedersachsen,lüneburg-lüchow-dannenberg
Niedersachsen,lüneburg-winsen
Sachsen-Anhalt,magdeburg
Sachsen-Anhalt,magdeburg-schönebeck
Sachsen-Anhalt,stadt magdeburg mit zubehör
Bayern,main-spessart
Hessen,frankfurt-am-main i-main-taunus
Hessen,main-taunus
Rheinland-Pfalz,mainz
Rheinland-Pfalz,mainz-oppenheim
Baden-Württemberg,mannheim
Baden-Württemberg,mannheim i
Baden-Württemberg,mannheim ii
Baden-Württemberg,mannheim land
Baden-Württemberg,mannheim stadt
Baden-Württemberg,mannheim-schwetzingen-weinheim
Sachsen-Anhalt,mansfeld
Sachsen-Anhalt,mansfelder land
Sachsen-Anhalt,mansfelder see- und gebirgskreis
Hessen,marburg
Hessen,marburg-frankenberg-kirchhain
Sachsen,dresden ii - meißen i
Sachsen,döbeln - mittweida - meißen ii
Sachsen,meissen
Sachsen,meißen
Nordrhein-Westfalen,düsseldorf-mettmann
Nordrhein-Westfalen,düsseldorf-mettmann ii
Nordrhein-Westfalen,lennep-mettmann
Nordrhein-Westfalen,mettmann i
Nordrhein-Westfalen,mettmann ii
Nordrhein-Westfalen,minden-lübbecke
Nordrhein-Westfalen,minden-lübbecke i
Nordrhein-Westfalen,minden-lübbecke ii
Niedersachsen,mittelems
Niedersachsen,mittelms
Sachsen,mittelsachsen
Rheinland-Pfalz,montabaur
Rheinland-Pfalz,oberwesterwaldkreis-montabur
Rheinland-Pfalz,mosel/rhein-hunsrück
Brandenburg,märkisch-oderland - barnim ii
Nordrhein-Westfalen,märkischer kreis i
Nordrhein-Westfalen,märkischer kreis ii
Nordrhein-Westfalen,märkischerkreis ii
Nordrhein-Westfalen,gladbach
Nordrhein-Westfalen,glauchau
Nordrhein-Westfalen,mönchengladbach
Nordrhein-Westfalen,essen
Nordrhein-Westfalen,mülheim
Nordrhein-Westfalen,mülheim - essen i
Bayern,münchen land
Bayern,münchen-land
Bayern,münchen nord
Bayern,münchen-nord
Bayern,münchen ost
Bayern,münchen-ost
Bayern,münchen süd
Bayern,münchen-süd
Bayern,münchen west
Bayern,münchen-mitte
Bayern,münchen-west
Bayern,münchen-west/mitte
Nordrhein-Westfalen,münster
Nordrhein-Westfalen,"münster, minden, lippe, schaumbur"
Nordrhein-Westfalen,münster-coesfeld
Baden-Württemberg,neckar-zaber
Bayern,neu-ulm
Mecklenburg-Vorpommern,grossherzogtum mecklenburg-streli
Mecklenburg-Vorpommern,mecklenburg-vorpommern
Mecklenburg-Vorpommern,neubrandenburg
Mecklenburg-Vorpommern,neubrandenburg - mecklenburg-strelitz - uecker-randow
Nordrhein-Westfalen,neuss i
Nordrhein-Westfalen,neuss ii
Nordrhein-Westfalen,neuss-gravenbroich
Nordrhein-Westfalen,neuss-grevenbroich
Rheinland-Pfalz,neustadt
Rheinland-Pfalz,neustadt - speyer
Rheinland-Pfalz,neustadt a. s.
Rheinland-Pfalz,neustadt a. w. n.
Rheinland-Pfalz,neustadt-grafschaft schaumburg
Rheinland-Pfalz,neustadt-speyer
Rheinland-Pfalz,nieburg-stolzenau-neustadt
Rheinland-Pfalz,speyer
Rheinland-Pfalz,neuwied
Niedersachsen,nienburg ii - schaumburg
Niedersachsen,nienburg-schaumburg
Niedersachsen,nienburg-schaumburg-lippe
Niedersachsen,schaumburg
Schleswig-Holstein,nordfriesland - dithmarschen nord
Schleswig-Holstein,nordfriesland - dithmarschen-nord
Schleswig-Holstein,nordfriesland-dithmarschen-nord
Sachsen,nordsachsen
Bayern,nürnberg-nord
Bayern,nürnberg
Bayern,nürnberg-süd
Baden-Württemberg,nürtingen
Bayern,oberallgaeu
Bayern,oberallgäu
Nordrhein-Westfalen,oberbergischer kreis
Nordrhein-Westfalen,oberbergischer kreis-siegkreis ii
Nordrhein-Westfalen,oberhausen
Nordrhein-Westfalen,oberhausen - wesel iii
Brandenburg,oberhavel - havelland ii
Hessen,odenwald
Baden-Württemberg,odenwald - tauber
Baden-Württemberg,odenwald-tauber
Hessen,dieburg-offenbach
Hessen,offenbach
Hessen,offenbach stadt und land
Baden-Württemberg,gegenbach-offenburg
Baden-Württemberg,offenburg
Niedersachsen,oldenburg
Niedersachsen,oldenburg - ammerland
Niedersachsen,oldenburg-ammerland
Niedersachsen,oldenburg-plön
Nordrhein-Westfalen,meschede-olpe
Nordrhein-Westfalen,olpe - märkischer kreis i
Nordrhein-Westfalen,olpe-meschede
Niedersachsen,osnabrück
Niedersachsen,osnabrück-land
Niedersachsen,stadt und amt osnabrück-amt iburg
Bayern,ostallgaeu
Bayern,ostallgäu
Niedersachsen,osterholz - verden
Niedersachsen,verden
Niedersachsen,verden-osterholz
Niedersachsen,verden-rotenburg-osterholz
Schleswig-Holstein,ostholstein
Nordrhein-Westfalen,paderborn
Nordrhein-Westfalen,paderborn-büren
Nordrhein-Westfalen,paderborn-wiedenbrück
Bayern,passau
Baden-Württemberg,pforzheim
Baden-Württemberg,pforzheim-durlach-ettling.
Schleswig-Holstein,pinneberg
Schleswig-Holstein,pinnenberg
Rheinland-Pfalz,piermasens
Rheinland-Pfalz,pirmasens
Schleswig-Holstein,plön
Schleswig-Holstein,plön - neumünster
Schleswig-Holstein,plön-neumünster
Brandenburg,potsdam
Brandenburg,potsdam - potsdam-mittelmark ii - teltow-fläming ii
Brandenburg,ost-prignitz
Brandenburg,prignitz - ostprignitz-ruppin - havelland i
Brandenburg,ruppin-templin
Brandenburg,west-havelland
Brandenburg,west-prignitz
Baden-Württemberg,baden-rastatt-bühl
Baden-Württemberg,bühl-rastatt
Baden-Württemberg,rastatt
Baden-Württemberg,ravensburg
Baden-Württemberg,ravensburg-riedlingen
Nordrhein-Westfalen,gelsenkirchen ii-recklinghausen i
Nordrhein-Westfalen,recklinghausen i
Nordrhein-Westfalen,recklinghausen ii borken i
Nordrhein-Westfalen,recklinghausen-land
Nordrhein-Westfalen,recklinghausen-stadt
Nordrhein-Westfalen,recklinghausen ii
Bayern,regensburg
Schleswig-Holstein,rendsburg
Schleswig-Holstein,rendsburg-eckernförde
Schleswig-Holstein,rendsburg-excernförde
Schleswig-Holstein,schleswig-eckemförde
Schleswig-Holstein,schleswig-eckernförde
Baden-Württemberg,reutlingen
Baden-Württemberg,reutlingen-rottenburg
Baden-Württemberg,rhein-neckar
Nordrhein-Westfalen,rhein-sieg-kreis i
Nordrhein-Westfalen,siegkreis
Nordrhein-Westfalen,rhein-sieg-kreis ii
Hessen,limburg
Hessen,rheingau-taunus - limburg
Hessen,rheingau-taunus-limburg
Nordrhein-Westfalen,rheinisch-bergischer kreis
Nordrhein-Westfalen,rheinisch-bergischer kreis i
Nordrhein-Westfalen,rheinische-bergischer kreis
Bayern,rosenheim
Mecklenburg-Vorpommern,rostock
Mecklenburg-Vorpommern,rostock-doberan
Mecklenburg-Vorpommern,rostock-land
Niedersachsen,fallingsbostel-hoya
Niedersachsen,rotenburg - verden
Niedersachsen,rotenburg i - soltau-fallingbostel
Niedersachsen,soltau-fallingbostel - winsen l.
Niedersachsen,soltau-fallingbostel-rotenburg ii
Niedersachsen,soltau-rotenburg
Bayern,roth
Bayern,rottal-inn
Baden-Württemberg,rottweil
Baden-Württemberg,rottweil - tuttlingen
Baden-Württemberg,rottweil-tuttlingen
Saarland,saarbrücken
Saarland,saarbrücken i
Saarland,saarbrücken ii
Saarland,saarbrücken-land
Saarland,saarbrücken-stadt
Saarland,saarburg-merzig-saarlouis
Saarland,saarlouis
Saarland,saarlouis-merzig
Niedersachsen,salzgitter
Niedersachsen,salzgitter - wolfenbüttel
Niedersachsen,salzgitter-wolfenbüttel
Hessen,schwalm-eder
Bayern,schwandorf
Baden-Württemberg,schwarzwald-baar
Bayern,schweinfurt
Mecklenburg-Vorpommern,schwerin - ludwigslust
Mecklenburg-Vorpommern,schwerin-hagenow
Mecklenburg-Vorpommern,schwerin-hegenow
Baden-Württemberg,schwäbisch hall
Baden-Württemberg,schwäbisch hall - hohenlohe
Baden-Württemberg,schwäbisch hall-hohenlohe
Schleswig-Holstein,altona-stormarn
Schleswig-Holstein,segeberg
Schleswig-Holstein,segeberg - stormarn-nord
Schleswig-Holstein,segeberg-stormarn-nord
Schleswig-Holstein,stormarn
Nordrhein-Westfalen,olpe-siegen-wittgenstein ii
Nordrhein-Westfalen,siegen-wittgenstein
Nordrhein-Westfalen,siegen-wittgenstein i
Nordrhein-Westfalen,wittgenstein-siegen-hinterlandkre
Nordrhein-Westfalen,arnsberg-soest
Nordrhein-Westfalen,ham-soest
Nordrhein-Westfalen,soest
Nordrhein-Westfalen,remsccheid-solingen
Nordrhein-Westfalen,remscheid
Nordrhein-Westfalen,solingen
Nordrhein-Westfalen,solingen - remscheid - wuppertal ii
Nordrhein-Westfalen,solingen-remscheid
Thüringen,fürstentum schwarzburg-rudolstadt
Thüringen,saalfeld
Thüringen,sonneberg - saalfeld-rudolstadt - saale-orla-kreis
Thüringen,sonneberg-saalfeld
Saarland,ottweiler-st. wendel
Saarland,ottweiler-st. wendel-meisenheim
Saarland,sankt wendel
Saarland,st. wendel
Niedersachsen,stade i - rotenburg ii
Niedersachsen,stade-rotenburg i
Niedersachsen,hannover
Niedersachsen,hannover i
Niedersachsen,osthannover
Niedersachsen,stadt hannover i
Niedersachsen,stadt hannover nord
Niedersachsen,stadt hannover süd
Niedersachsen,stadt hannover ii
Niedersachsen,stadt osnabrück
Bayern,starnberg
Schleswig-Holstein,dithmarschen-steinburg
Schleswig-Holstein,steinburg
Schleswig-Holstein,steinburg - dithmarschen süd
Schleswig-Holstein,steinburg - dithmarschen-süd
Schleswig-Holstein,steinburg-dithmarschen-süd
Schleswig-Holstein,steinburg-süderdithmarschen
Nordrhein-Westfalen,borken
Nordrhein-Westfalen,steinfurt i - borken i
Nordrhein-Westfalen,steinfurt ii
Nordrhein-Westfalen,steinfurt iii
Nordrhein-Westfalen,steinfurt-tecklenburg
Nordrhein-Westfalen,tecklenburg-steinfurt-ahaus
Mecklenburg-Vorpommern,rügen-franzburg
Mecklenburg-Vorpommern,stralsund
Mecklenburg-Vorpommern,stralsund - nordvorpommern - rügen
Bayern,straubing
Baden-Württemberg,stuttgart i
Baden-Württemberg,stuttgart i (west)
Baden-Württemberg,stuttgart-süd
Baden-Württemberg,stuttgart ii
Baden-Württemberg,stuttgart ii (ost)
Baden-Württemberg,stuttgart iii
Thüringen,eschwege.schmalkalden-witzenhause
Thüringen,meiningen
Thüringen,meiningen-hildburghausen
Thüringen,suhl - schmalkalden-meiningen - hildburghausen
Sachsen,sächsische schweiz - osterzgebirge
Sachsen,sächsische schweiz - weißeritzkreis
Rheinland-Pfalz,südpfalz
Bayern,traunstein
Bayern,traunsteni
